 4963.689200    -0.239693
 4963.889200    -0.239219
 4964.089200    -0.238691
 4964.289200    -0.238091
 4964.489200    -0.237404
 4964.689200    -0.236610
 4964.889200    -0.235678
 4965.089200    -0.234570
 4965.289200    -0.233237
 4965.489200    -0.231581
 4965.689200    -0.229487
 4965.889200    -0.226743
 4966.089200    -0.223028
 4966.289200    -0.217741
 4966.489200    -0.209862
 4966.689200    -0.197859
 4966.889200    -0.180630
 4967.089200    -0.160911
 4967.289200    -0.143358
 4967.489200    -0.128632
 4967.689200    -0.115516
 4967.889200    -0.103545
 4968.089200    -0.093261
 4968.289200    -0.087770
 4968.489200    -0.088352
 4968.689200    -0.092463
 4968.889200    -0.098230
 4969.089200    -0.105164
 4969.289200    -0.112468
 4969.489200    -0.119523
 4969.689200    -0.126433
 4969.889200    -0.133176
 4970.089200    -0.138698
 4970.289200    -0.142023
 4970.489200    -0.142874
 4970.689200    -0.142247
 4970.889200    -0.141104
 4971.089200    -0.140403
 4971.289200    -0.140470
 4971.489200    -0.140939
 4971.689200    -0.141221
 4971.889200    -0.140617
 4972.089200    -0.138753
 4972.289200    -0.135820
 4972.489200    -0.132527
 4972.689200    -0.129460
 4972.889200    -0.126489
 4973.089200    -0.123184
 4973.289200    -0.119146
 4973.489200    -0.114120
 4973.689200    -0.108072
 4973.889200    -0.101252
 4974.089200    -0.093965
 4974.289200    -0.086449
 4974.489200    -0.078835
 4974.689200    -0.071007
 4974.889200    -0.062535
 4975.089200    -0.052992
 4975.289200    -0.042277
 4975.489200    -0.030536
 4975.689200    -0.017952
 4975.889200    -0.004986
 4976.089200     0.007760
 4976.289200     0.019838
 4976.489200     0.031229
 4976.689200     0.041985
 4976.889200     0.051916
 4977.089200     0.060552
 4977.289200     0.067466
 4977.489200     0.072514
 4977.689200     0.076264
 4977.889200     0.079401
 4978.089200     0.082681
 4978.289200     0.086929
 4978.489200     0.092871
 4978.689200     0.101121
 4978.889200     0.111681
 4979.089200     0.124309
 4979.289200     0.138727
 4979.489200     0.154154
 4979.689200     0.169586
 4979.889200     0.184062
 4980.089200     0.196858
 4980.289200     0.207768
 4980.489200     0.216670
 4980.689200     0.223563
 4980.889200     0.229415
 4981.089200     0.235459
 4981.289200     0.242847
 4981.489200     0.252535
 4981.689200     0.264989
 4981.889200     0.280535
 4982.089200     0.299471
 4982.289200     0.321591
 4982.489200     0.346370
 4982.689200     0.373446
 4982.889200     0.402468
 4983.089200     0.433103
 4983.289200     0.464915
 4983.489200     0.497379
 4983.689200     0.529960
 4983.889200     0.562082
 4984.089200     0.593361
 4984.289200     0.623545
 4984.489200     0.652289
 4984.689200     0.678778
 4984.889200     0.702040
 4985.089200     0.721083
 4985.289200     0.735100
 4985.489200     0.744303
 4985.689200     0.749152
 4985.889200     0.750000
 4986.089200     0.747202
 4986.289200     0.741171
 4986.489200     0.732340
 4986.689200     0.721122
 4986.889200     0.707933
 4987.089200     0.693205
 4987.289200     0.677387
 4987.489200     0.660917
 4987.689200     0.644234
 4987.889200     0.627632
 4988.089200     0.611072
 4988.289200     0.594423
 4988.489200     0.577503
 4988.689200     0.560130
 4988.889200     0.542090
 4989.089200     0.523214
 4989.289200     0.503582
 4989.489200     0.483347
 4989.689200     0.462779
 4989.889200     0.442390
 4990.089200     0.422742
 4990.289200     0.404422
 4990.489200     0.388011
 4990.689200     0.373913
 4990.889200     0.362394
 4991.089200     0.353574
 4991.289200     0.347473
 4991.489200     0.344063
 4991.689200     0.343075
 4991.889200     0.344155
 4992.089200     0.346934
 4992.289200     0.351036
 4992.489200     0.356174
 4992.689200     0.362334
 4992.889200     0.369544
 4993.089200     0.377750
 4993.289200     0.386876
 4993.489200     0.396754
 4993.689200     0.407000
 4993.889200     0.417217
 4994.089200     0.427106
 4994.289200     0.436400
 4994.489200     0.444891
 4994.689200     0.452507
 4994.889200     0.459196
 4995.089200     0.464925
 4995.289200     0.469661
 4995.489200     0.473404
 4995.689200     0.476233
 4995.889200     0.478247
 4996.089200     0.479538
 4996.289200     0.480195
 4996.489200     0.480306
 4996.689200     0.479947
 4996.889200     0.479194
 4997.089200     0.478119
 4997.289200     0.476796
 4997.489200     0.475297
 4997.689200     0.473669
 4997.889200     0.471934
 4998.089200     0.470119
 4998.289200     0.468245
 4998.489200     0.466338
 4998.689200     0.464410
 4998.889200     0.462454
 4999.089200     0.460459
 4999.289200     0.458413
 4999.489200     0.456298
 4999.689200     0.454100
 4999.889200     0.451809
 5000.089200     0.449421
 5000.289200     0.446929
 5000.489200     0.444324
 5000.689200     0.441594
 5000.889200     0.438730
 5001.089200     0.435728
 5001.289200     0.432588
 5001.489200     0.429307
 5001.689200     0.425882
 5001.889200     0.422311
 5002.089200     0.418593
 5002.289200     0.414734
 5002.489200     0.410736
 5002.689200     0.406605
 5002.889200     0.402347
 5003.089200     0.397966
 5003.289200     0.393473
 5003.489200     0.388877
 5003.689200     0.384187
 5003.889200     0.379416
 5004.089200     0.374576
 5004.289200     0.369683
