4.9660e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9661e+03 1.7013e-05 4.9795e-05 1.1521e-04 7.5523e-05 1.0987e-04 4.4448e-05 7.6684e-05 1.2651e-04 1.2290e-04 1.0049e-04 6.8538e-05 1.1827e-04 4.4601e-05 6.2506e-05 3.2872e-06 8.3210e-05 7.3367e-05 8.4514e-05 9.4660e-05 7.7573e-05 7.0514e-05 7.1860e-05 5.9468e-05 3.5500e-05 6.7167e-05 1.0754e-04 3.7666e-05 6.1364e-05 2.4101e-05 5.3364e-05 5.8943e-05 1.9038e-05 1.4456e-04 2.0621e-05 5.0611e-05 7.3541e-05 5.5579e-05 4.3988e-05 1.3869e-05 1.0099e-04 1.1375e-04 7.0778e-05 8.6532e-05 8.6670e-06 9.2474e-05 1.0793e-05 4.3257e-05 3.5521e-05 6.5015e-05 -1.0236e-05 -3.4618e-06 3.4692e-05 2.8111e-05 5.8335e-05 6.4315e-06 2.3016e-08 7.6728e-05 -3.1735e-06 -2.0265e-05 2.2749e-05 -3.0925e-05 8.9192e-06 1.1225e-04 1.9758e-06 -1.4112e-05 -1.7668e-06 -7.6127e-06 -8.9788e-06 -6.9798e-05 4.4120e-05 2.9631e-05 -3.1919e-05 1.8202e-05 -2.9727e-05 1.5169e-05 -3.1317e-05
4.9662e+03 3.4027e-05 9.9590e-05 2.3041e-04 1.5105e-04 2.1974e-04 8.8895e-05 1.5337e-04 2.5302e-04 2.4579e-04 2.0097e-04 1.3708e-04 2.3653e-04 8.9202e-05 1.2501e-04 6.5744e-06 1.6642e-04 1.4673e-04 1.6903e-04 1.8932e-04 1.5515e-04 1.4103e-04 1.4372e-04 1.1894e-04 7.1001e-05 1.3433e-04 2.1508e-04 7.5332e-05 1.2273e-04 4.8201e-05 1.0673e-04 1.1789e-04 3.8076e-05 2.8913e-04 4.1242e-05 1.0122e-04 1.4708e-04 1.1116e-04 8.7976e-05 2.7738e-05 2.0199e-04 2.2749e-04 1.4156e-04 1.7306e-04 1.7334e-05 1.8495e-04 2.1586e-05 8.6513e-05 7.1042e-05 1.3003e-04 -2.0471e-05 -6.9236e-06 6.9384e-05 5.6223e-05 1.1667e-04 1.2863e-05 4.6032e-08 1.5346e-04 -6.3470e-06 -4.0530e-05 4.5498e-05 -6.1849e-05 1.7838e-05 2.2450e-04 3.9515e-06 -2.8223e-05 -3.5337e-06 -1.5225e-05 -1.7958e-05 -1.3960e-04 8.8240e-05 5.9262e-05 -6.3838e-05 3.6404e-05 -5.9455e-05 3.0337e-05 -6.2633e-05
4.9663e+03 1.6998e-04 2.2712e-04 3.7015e-04 3.5553e-04 3.7456e-04 2.6400e-04 2.3160e-04 3.8387e-04 3.1380e-04 3.4752e-04 2.9741e-04 3.4617e-04 2.7226e-04 2.6405e-04 1.5246e-04 3.1054e-04 2.5464e-04 2.9493e-04 2.8045e-04 3.4112e-04 2.7615e-04 2.5359e-04 1.9626e-04 2.1086e-04 2.9243e-04 3.0378e-04 1.6899e-04 2.1240e-04 1.7737e-04 1.8142e-04 2.0350e-04 2.1690e-04 3.3103e-04 1.7419e-04 2.2929e-04 1.5510e-04 1.3358e-04 1.6495e-04 1.4948e-04 2.2039e-04 2.8621e-04 1.6233e-04 2.7029e-04 9.9714e-05 2.8172e-04 1.2843e-04 1.6693e-04 1.6097e-04 2.4072e-04 1.1368e-05 9.0809e-05 1.2209e-04 5.6325e-05 1.7759e-04 6.7031e-05 4.9211e-05 1.7633e-04 7.5994e-05 -3.6540e-05 1.5211e-04 -6.0507e-06 1.2488e-04 1.3881e-04 3.2369e-05 1.0868e-05 3.2607e-05 3.8955e-06 2.6317e-05 -7.4055e-05 1.2922e-04 9.6802e-05 1.1668e-05 -1.1661e-05 1.3020e-05 1.7686e-05 3.6796e-05
4.9664e+03 3.0593e-04 3.5465e-04 5.0988e-04 5.6002e-04 5.2938e-04 4.3911e-04 3.0984e-04 5.1472e-04 3.8181e-04 4.9406e-04 4.5774e-04 4.5581e-04 4.5531e-04 4.0308e-04 2.9835e-04 4.5466e-04 3.6254e-04 4.2083e-04 3.7157e-04 5.2710e-04 4.1127e-04 3.6346e-04 2.7358e-04 3.5072e-04 4.5053e-04 3.9249e-04 2.6265e-04 3.0207e-04 3.0653e-04 2.5611e-04 2.8911e-04 3.9573e-04 3.7294e-04 3.0714e-04 3.5735e-04 1.6313e-04 1.5601e-04 2.4192e-04 2.7121e-04 2.3879e-04 3.4494e-04 1.8311e-04 3.6753e-04 1.8209e-04 3.7849e-04 2.3528e-04 2.4734e-04 2.5090e-04 3.5141e-04 4.3208e-05 1.8854e-04 1.7479e-04 5.6428e-05 2.3850e-04 1.2120e-04 9.8377e-05 1.9920e-04 1.5833e-04 -3.2551e-05 2.5873e-04 4.9748e-05 2.3192e-04 5.3132e-05 6.0787e-05 4.9959e-05 6.8747e-05 2.3016e-05 7.0592e-05 -8.5134e-06 1.7020e-04 1.3434e-04 8.7173e-05 -5.9726e-05 8.5496e-05 5.0355e-06 1.3623e-04
4.9665e+03 4.1602e-04 5.3660e-04 6.7259e-04 7.3541e-04 7.6776e-04 6.4524e-04 5.6197e-04 6.4570e-04 5.8256e-04 7.2834e-04 6.2512e-04 6.2852e-04 6.5894e-04 5.6765e-04 4.7952e-04 6.9871e-04 4.8842e-04 6.3025e-04 5.8589e-04 6.8183e-04 6.1058e-04 5.5758e-04 3.9219e-04 5.4087e-04 6.1270e-04 5.4166e-04 4.6141e-04 4.6832e-04 4.8204e-04 3.9841e-04 4.1306e-04 4.4745e-04 4.8574e-04 4.2780e-04 5.0323e-04 3.0718e-04 2.4112e-04 3.5300e-04 3.3802e-04 3.9659e-04 4.5169e-04 3.5865e-04 4.7233e-04 2.6563e-04 4.8211e-04 3.7782e-04 4.4743e-04 4.4818e-04 4.7291e-04 9.5138e-05 2.7199e-04 3.0500e-04 1.1316e-04 2.5500e-04 1.4385e-04 2.0351e-04 2.3841e-04 2.2442e-04 6.5467e-05 3.3918e-04 2.0459e-04 3.4487e-04 1.2294e-04 1.3737e-04 1.0306e-04 1.9288e-04 2.8726e-05 1.5177e-04 5.5552e-05 1.9448e-04 1.2228e-04 1.5821e-04 3.6955e-05 1.5662e-04 1.3570e-04 7.3336e-05
4.9666e+03 5.2612e-04 7.1854e-04 8.3531e-04 9.1081e-04 1.0061e-03 8.5137e-04 8.1411e-04 7.7667e-04 7.8331e-04 9.6261e-04 7.9250e-04 8.0124e-04 8.6256e-04 7.3221e-04 6.6069e-04 9.4275e-04 6.1431e-04 8.3967e-04 8.0020e-04 8.3655e-04 8.0989e-04 7.5170e-04 5.1079e-04 7.3102e-04 7.7487e-04 6.9084e-04 6.6016e-04 6.3458e-04 6.5755e-04 5.4072e-04 5.3701e-04 4.9916e-04 5.9853e-04 5.4846e-04 6.4912e-04 4.5123e-04 3.2623e-04 4.6407e-04 4.0483e-04 5.5439e-04 5.5845e-04 5.3419e-04 5.7712e-04 3.4916e-04 5.8573e-04 5.2037e-04 6.4751e-04 6.4546e-04 5.9440e-04 1.4707e-04 3.5544e-04 4.3520e-04 1.6990e-04 2.7150e-04 1.6651e-04 3.0864e-04 2.7762e-04 2.9050e-04 1.6349e-04 4.1963e-04 3.5943e-04 4.5781e-04 1.9276e-04 2.1395e-04 1.5615e-04 3.1701e-04 3.4436e-05 2.3295e-04 1.1962e-04 2.1876e-04 1.1022e-04 2.2924e-04 1.3364e-04 2.2775e-04 2.6637e-04 1.0448e-05
4.9667e+03 7.2503e-04 9.7249e-04 1.1582e-03 1.1855e-03 1.3096e-03 1.1225e-03 1.0785e-03 1.0818e-03 1.0297e-03 1.1882e-03 1.0443e-03 1.1436e-03 1.1160e-03 1.0160e-03 9.4577e-04 1.1693e-03 9.8373e-04 1.0511e-03 1.0044e-03 1.0399e-03 1.0299e-03 9.8528e-04 7.7014e-04 9.6851e-04 1.0659e-03 8.9780e-04 8.6670e-04 7.8794e-04 8.2061e-04 7.8487e-04 7.3664e-04 6.1306e-04 7.4615e-04 8.0613e-04 8.6590e-04 6.5159e-04 5.5462e-04 6.3234e-04 5.8793e-04 7.7122e-04 8.0080e-04 7.0897e-04 7.3036e-04 5.5621e-04 7.2457e-04 7.5098e-04 8.4632e-04 7.3693e-04 8.3627e-04 1.8781e-04 4.0349e-04 4.6077e-04 2.5239e-04 2.9197e-04 2.7615e-04 3.9707e-04 2.5778e-04 3.6240e-04 2.7431e-04 3.9635e-04 3.7948e-04 4.3650e-04 3.0570e-04 3.2733e-04 2.6160e-04 4.0788e-04 7.6435e-05 2.7121e-04 2.0314e-04 2.1878e-04 1.7582e-04 3.0543e-04 2.3999e-04 2.9737e-04 3.3605e-04 9.3796e-05
4.9668e+03 9.2394e-04 1.2264e-03 1.4812e-03 1.4602e-03 1.6130e-03 1.3937e-03 1.3430e-03 1.3870e-03 1.2760e-03 1.4137e-03 1.2962e-03 1.4860e-03 1.3695e-03 1.2997e-03 1.2309e-03 1.3958e-03 1.3532e-03 1.2626e-03 1.2086e-03 1.2433e-03 1.2498e-03 1.2189e-03 1.0295e-03 1.2060e-03 1.3570e-03 1.1048e-03 1.0732e-03 9.4130e-04 9.8367e-04 1.0290e-03 9.3627e-04 7.2695e-04 8.9377e-04 1.0638e-03 1.0827e-03 8.5195e-04 7.8301e-04 8.0060e-04 7.7102e-04 9.8805e-04 1.0431e-03 8.8374e-04 8.8359e-04 7.6326e-04 8.6342e-04 9.8160e-04 1.0451e-03 8.2840e-04 1.0781e-03 2.2855e-04 4.5154e-04 4.8633e-04 3.3488e-04 3.1243e-04 3.8578e-04 4.8549e-04 2.3793e-04 4.3431e-04 3.8514e-04 3.7306e-04 3.9954e-04 4.1519e-04 4.1864e-04 4.4070e-04 3.6704e-04 4.9875e-04 1.1843e-04 3.0947e-04 2.8666e-04 2.1879e-04 2.4143e-04 3.8161e-04 3.4635e-04 3.6698e-04 4.0574e-04 1.7714e-04
4.9669e+03 1.1707e-03 1.6498e-03 1.9271e-03 1.9475e-03 2.0322e-03 1.7977e-03 1.7980e-03 1.7833e-03 1.7313e-03 1.7977e-03 1.6723e-03 1.8087e-03 1.7075e-03 1.7357e-03 1.5460e-03 1.7055e-03 1.7159e-03 1.5481e-03 1.5815e-03 1.5410e-03 1.6355e-03 1.5477e-03 1.3434e-03 1.4479e-03 1.5750e-03 1.4218e-03 1.2970e-03 1.2678e-03 1.2534e-03 1.3074e-03 1.1721e-03 1.0712e-03 1.1879e-03 1.2901e-03 1.2479e-03 1.2072e-03 1.0426e-03 1.0517e-03 1.0619e-03 1.2453e-03 1.3391e-03 1.1573e-03 1.0787e-03 1.0412e-03 1.1775e-03 1.1685e-03 1.2573e-03 1.0649e-03 1.2862e-03 4.5199e-04 5.0910e-04 6.7658e-04 4.6851e-04 3.9249e-04 4.9528e-04 5.4361e-04 4.0643e-04 5.4377e-04 4.3723e-04 4.8183e-04 3.9330e-04 4.4005e-04 5.9506e-04 5.3152e-04 4.6086e-04 5.7421e-04 2.6976e-04 4.4940e-04 4.1060e-04 4.2064e-04 3.3388e-04 4.2103e-04 5.2045e-04 3.9387e-04 3.8860e-04 2.5233e-04
